iter	RMSE
219	17.66613266
220	17.61300111
221	17.55562563
222	17.49553697
223	17.45841235
224	17.3958397
225	17.35925502
226	17.32147691
227	17.28837576
228	17.23725959
229	17.21160076
230	17.192172
231	17.1584074
232	17.12013659
233	17.08243424
234	17.02469025
235	17.00356865
236	16.96583776
237	16.92224775
238	16.86746043
239	16.83217431
240	16.8012804
241	16.77760923
242	16.75545626
243	16.68225743
244	16.65156253
245	16.61860722
246	16.60272915
247	16.57747142
248	16.55462968
249	16.52440838
250	16.49147615
251	16.45926443
252	16.41116221
253	16.38237416
254	16.33623675
255	16.29495385
256	16.26455819
257	16.19863402
258	16.17272798
259	16.12967212
260	16.09793387
261	16.07725047
262	16.05814099
263	16.01957481
264	15.97932776
265	15.91437883
266	15.88102073
267	15.84847397
268	15.82134458
269	15.77666868
270	15.75064331
271	15.72350736
272	15.69274205
273	15.65688475
274	15.64198145
275	15.58813645
276	15.52894128
277	15.4756747
278	15.45099481
279	15.41909508
280	15.39189509
281	15.36156251
282	15.32131969
283	15.27383191
284	15.24332071
285	15.17937256
286	15.14045179
287	15.11058312
288	15.0781259
289	15.05147461
290	15.0237559
291	14.99150781
292	14.96605405
293	14.93868984
294	14.90247718
295	14.85732722
296	14.82206907
297	14.77632446
298	14.75795729
299	14.7339361
300	14.7034789
301	14.68265085
302	14.66061739
303	14.63143393
304	14.57951095
305	14.54957211
306	14.52723963
307	14.50366799
308	14.4674657
309	14.44609877
310	14.42193743
311	14.37190565
312	14.3419881
313	14.31906746
314	14.30360469
315	14.28278742
316	14.24979558
317	14.22973134
318	14.19849434
319	14.16325733
320	14.12580007
321	14.1023091
322	14.06623797
323	14.05252517
324	14.03612167
325	14.0248774
326	13.99656179
327	13.97588337
328	13.95725702
329	13.91490055
330	13.88644964
331	13.85608267
332	13.84176836
333	13.7997301
334	13.76808246
335	13.74782819
336	13.70978716
337	13.68972919
338	13.67091833
339	13.64546708
340	13.62508471
341	13.61470873
342	13.59631854
343	13.58285593
344	13.55203605
345	13.53402976
346	13.50413368
347	13.47685316
348	13.46314035
349	13.4471128
350	13.40535741
351	13.37690371
352	13.35186313
353	13.34005986
354	13.29935289
355	13.27544438
356	13.23687136
357	13.21979274
358	13.19020344
359	13.15964364
360	13.13125915
361	13.10672971
362	13.08856358
363	13.06116984
364	13.04353831
365	13.0099346
366	12.98907832
367	12.97514979
368	12.95911671
369	12.9260927
370	12.91313646
371	12.8831605
372	12.85891109
373	12.82404209
374	12.81380283
375	12.79754837
376	12.77109086
377	12.74873487
378	12.73000953
379	12.70811083
380	12.68200637
381	12.65952488
382	12.64155756
383	12.61640668
384	12.59309176
385	12.57864145
386	12.55119295
387	12.53846957
388	12.51857704
389	12.49839696
390	12.48395092
391	12.45377896
392	12.42749698
393	12.41202542
394	12.38351783
395	12.36605703
396	12.35435866
397	12.33218845
398	12.31332585
399	12.30107781
400	12.28956576
401	12.26055549
402	12.25055656
403	12.23669918
404	12.23028327
405	12.19663461
406	12.17732136
407	12.15972832
408	12.13725167
409	12.12368455
410	12.09291279
411	12.07429214
412	12.06069584
413	12.04027716
414	12.00884509
415	11.97756495
416	11.96382929
417	11.94247576
418	11.92751131
419	11.90752015
420	11.87640791
421	11.86413269
422	11.85082683
423	11.83712207
424	11.81494279
425	11.789887
426	11.7732914
427	11.73513628
428	11.71496408
429	11.69311867
430	11.67636092
431	11.66447607
432	11.65206666
433	11.63063591
434	11.60844796
435	11.60025688
436	11.57607593
437	11.5581542
438	11.53523995
439	11.50722526
440	11.49054866
441	11.48292884
442	11.4642743
443	11.44322745
444	11.42602741
445	11.40564347
446	11.39505593
447	11.38017074
448	11.36918738
449	11.36123519
450	11.34633533
451	11.33425452
452	11.31321029
453	11.30159555
454	11.29074683
455	11.27654315
456	11.264724
457	11.25045675
458	11.23252637
459	11.20781507
460	11.19669969
461	11.17461489
462	11.1648088
463	11.15630533
464	11.13775853
465	11.12157317
466	11.1066796
467	11.09048489
468	11.07772276
469	11.05684833
470	11.04034572
471	11.02732581
472	11.00872516
473	10.98270836
474	10.96132233
475	10.95502035
476	10.94145005
477	10.92328663
478	10.9076083
479	10.89091666
480	10.87492728
481	10.86299659
482	10.846184
483	10.83073447
484	10.80956492
485	10.78959532
486	10.77990026
487	10.76377579
488	10.74835557
489	10.73985071
490	10.71456899
491	10.69953054
492	10.68783249
493	10.67379708
494	10.66049366
495	10.64080574
496	10.62552791
497	10.61387494
498	10.60521771
499	10.59187228
500	10.5825448
501	10.56533713
502	10.54495919
503	10.52525537
504	10.51108947
505	10.49929026
506	10.48852021
507	10.47110345
508	10.46119867
509	10.43967637
510	10.42415975
511	10.41212128
512	10.40592773
513	10.39310119
514	10.37713294
515	10.36372398
516	10.35350754
517	10.33387542
518	10.32321742
519	10.30589997
520	10.29233353
521	10.28065307
522	10.27112002
523	10.25731279
524	10.24786524
525	10.24252081
526	10.22038825
527	10.19995856
528	10.18797937
529	10.17783041
530	10.16428562
531	10.14412886
532	10.11990109
533	10.10198141
534	10.08739803
535	10.07658025
536	10.06745443
537	10.04629812
538	10.03747866
539	10.02323
540	10.00775887
541	9.997497032
542	9.98075293
543	9.967285596
544	9.962157944
545	9.940275218
546	9.925575323
547	9.91535036
548	9.893781595
549	9.880839309
550	9.875061563
551	9.854609252
552	9.83789773
553	9.826045811
554	9.807593376
555	9.790685399
556	9.777324236
557	9.760236314
558	9.750388864
559	9.737367837
560	9.725304872
561	9.71719284
562	9.695509793
563	9.68381297
564	9.672117807
565	9.663156789
566	9.656159147
567	9.642397986
568	9.630342256
569	9.62303603
570	9.607459651
571	9.595648305
572	9.584265446
573	9.573409508
574	9.5624882
575	9.554112245
576	9.5446268
577	9.532460027
578	9.507749494
579	9.497962861
580	9.489122773
581	9.475520087
582	9.457905867
583	9.442498587
584	9.434927472
585	9.426559969
586	9.412705597
587	9.405482299
588	9.39206329
589	9.373532598
590	9.367523222
591	9.360313395
592	9.344063455
593	9.334159153
594	9.325944792
595	9.309067623
596	9.294098763
597	9.284120958
598	9.272287957
599	9.261651344
600	9.249696538
601	9.237078363
602	9.231531194
603	9.219590452
604	9.209232331
605	9.199541143
606	9.191258405
607	9.183725517
608	9.172885682
609	9.16607153
610	9.158386799
611	9.143119635
612	9.131281014
613	9.124629582
614	9.107792377
615	9.097276006
616	9.073123009
617	9.063670286
618	9.04848753
619	9.039301143
620	9.032363501
621	9.028002517
622	9.020633373
623	9.008409112
624	9.000942925
625	8.992271382
626	8.978418486
627	8.968194035
628	8.959966654
629	8.951184127
630	8.941508215
631	8.925153006
632	8.915417506
633	8.901116425
634	8.897647317
635	8.885040687
636	8.877959422
637	8.872139319
638	8.862611445
639	8.855118273
640	8.850339873
641	8.846026438
642	8.833125934
643	8.819926763
644	8.811401062
645	8.804423068
646	8.798071277
647	8.784601477
648	8.778266067
649	8.770373961
650	8.756186378
651	8.745482296
652	8.740286095
653	8.73114672
654	8.72234341
655	8.715461486
656	8.706999853
657	8.700373333
658	8.692499258
659	8.682675281
660	8.665077293
661	8.652858672
662	8.644663378
663	8.632344805
664	8.626704785
665	8.615398085
666	8.601400752
667	8.586835854
668	8.583627463
669	8.576902739
670	8.565590191
671	8.549581157
672	8.530885595
673	8.524193271
674	8.519320591
675	8.509631546
676	8.501433006
677	8.481442849
678	8.463954252
679	8.459518916
680	8.449740186
681	8.446405104
682	8.434775792
683	8.427747142
684	8.423031458
685	8.410969299
686	8.405852653
687	8.396962221
688	8.388914655
689	8.380386613
690	8.36854781
691	8.356717243
692	8.351612177
693	8.346487351
694	8.336246086
695	8.329214797
696	8.322061705
697	8.310295251
698	8.305631703
699	8.300715337
700	8.294115464
701	8.289848777
702	8.279149703
703	8.270429279
704	8.266790872
705	8.260910717
706	8.25301409
707	8.247737754
708	8.240938952
709	8.235841515
710	8.228197419
711	8.211883301
712	8.199835325
713	8.194319098
714	8.186975669
715	8.183051272
716	8.179892002
717	8.172995154
718	8.165513209
719	8.160506819
720	8.151673043
721	8.143523319
722	8.137476591
723	8.127555605
724	8.119169332
725	8.113497136
726	8.110463078
727	8.103263674
728	8.096387113
729	8.090417532
730	8.082585062
731	8.07026292
732	8.067197879
733	8.047870866
734	8.043478778
735	8.037847442
736	8.032429001
737	8.025018279
738	8.021646769
739	8.013336732
740	8.007895683
741	8.002111468
742	7.994363966
743	7.986406224
744	7.974887079
745	7.966387928
746	7.957116249
747	7.947965155
748	7.940607335
749	7.928192981
750	7.918210752
751	7.907077116
752	7.897078126
753	7.891000706
754	7.880200895
755	7.871848389
756	7.863491152
757	7.856408026
758	7.852015051
759	7.846164203
760	7.83857594
761	7.833997649
762	7.826961883
763	7.822447925
764	7.81676962
765	7.810911912
766	7.801007564
767	7.795946531
768	7.788763032
769	7.780719397
770	7.774589607
771	7.768649841
772	7.76567389
773	7.75874959
774	7.751009723
775	7.740894869
776	7.737631001
777	7.73123629
778	7.726432647
779	7.715459733
780	7.710400124
781	7.705730765
782	7.701071386
783	7.693450199
784	7.683392417
785	7.676864007
786	7.672104077
787	7.663078628
788	7.65997907
789	7.650509618
790	7.645348554
791	7.636800128
792	7.630364495
793	7.626762007
794	7.619341051
795	7.613032758
796	7.605151534
797	7.601074678
798	7.582531358
799	7.573890145
800	7.564191196
801	7.555522965
802	7.546802601
803	7.533339678
804	7.527088853
805	7.518642217
806	7.512308046
807	7.504106304
808	7.499682091
809	7.49095593
810	7.486127079
811	7.481157107
812	7.476013156
813	7.46998757
814	7.460859153
815	7.451063943
816	7.448254315
817	7.441945314
818	7.430000756
819	7.426105061
820	7.419719817
821	7.409083083
822	7.403391146
823	7.40074991
824	7.392464094
825	7.388009024
826	7.380277445
827	7.374682481
828	7.370805137
829	7.361915405
830	7.357287016
831	7.349072224
832	7.342662837
833	7.336490433
834	7.333583164
835	7.330302903
836	7.323117276
837	7.316897664
838	7.309495788
839	7.300477757
840	7.288445402
841	7.282149694
842	7.274901927
843	7.269044045
844	7.263514993
845	7.256526168
846	7.249197584
847	7.244043048
848	7.241560806
849	7.235707598
850	7.228407471
851	7.22255041
852	7.217531193
853	7.211921558
854	7.208083735
855	7.204694472
856	7.200927198
857	7.194481895
858	7.191165574
859	7.181721039
860	7.170102443
861	7.167940929
862	7.160621394
863	7.15427608
864	7.150447032
865	7.142881155
866	7.135593905
867	7.127413629
868	7.122182152
869	7.117167824
870	7.109348379
871	7.10530735
872	7.099160926
873	7.094338492
874	7.092489148
875	7.081917606
876	7.077628173
877	7.072407234
878	7.068806024
879	7.061386403
880	7.055831891
881	7.05224484
882	7.046248567
883	7.041725143
884	7.034346089
885	7.028439532
886	7.026203719
887	7.020186402
888	7.010979927
889	7.004317112
890	6.997936485
891	6.990739166
892	6.989789021
893	6.97728336
894	6.974224474
895	6.967284092
896	6.960048227
897	6.952939606
898	6.944908905
899	6.941370363
900	6.934248821
901	6.927259977
902	6.920521972
903	6.915407308
904	6.909039994
905	6.905063526
906	6.90166216
907	6.897696961
908	6.892897756
909	6.88681252
910	6.880851722
911	6.878751534
912	6.870103182
913	6.866077096
914	6.86451951
915	6.864017739
916	6.858581261
917	6.852732248
918	6.849407745
919	6.846130379
920	6.838938695
921	6.835194496
922	6.830597412
923	6.830128483
924	6.825898135
925	6.821295258
926	6.816856715
927	6.806178837
928	6.801381331
929	6.797721051
930	6.791748848
931	6.787396055
932	6.780082559
933	6.768680697
934	6.767097241
935	6.7648381
936	6.760263983
937	6.752961031
938	6.746775428
939	6.744033254
940	6.74340206
941	6.739243436
942	6.733115477
943	6.729466935
944	6.725887101
945	6.717637053
946	6.715344444
947	6.711577626
948	6.706240324
949	6.698256171
950	6.689823517
951	6.686224048
952	6.680408198
953	6.676510583
954	6.672383773
955	6.666290972
956	6.662303196
957	6.657634373
958	6.65150612
959	6.647300522
960	6.64304655
961	6.640409223
962	6.635460211
963	6.62817859
964	6.623826648
965	6.618430452
966	6.616055501
967	6.613831332
968	6.608975736
969	6.595904848
970	6.590898628
971	6.585534495
972	6.581693881
973	6.578458108
974	6.574323936
975	6.570704821
976	6.563526634
977	6.561590829
978	6.556785309
979	6.555662927
980	6.551685018
981	6.546576166
982	6.542967197
983	6.539380645
984	6.535743987
985	6.533627599
986	6.531061697
987	6.52500236
988	6.519313097
989	6.512995815
990	6.508492181
991	6.502538742
992	6.499558065
993	6.495024923
994	6.489419772
995	6.480558194
996	6.474458978
997	6.467282549
998	6.464025401
999	6.460657147
